review,sentiment
"I don't know what that other guy was thinking. The fact that this movie was independently made makes it no less terrible. You can be as big a believer as you want... the majority of this film is mindless drivel. I feel i have been insulted by having to watch the first 40 minutes of it. And that alone was no small feat. Not only is the acting terrible, but the plot is never even close to developed. There are countless holes in the story, to the point where you can hardly even call it a story anymore. I've never read the book, so I can't critique on that, but this is the first review that I've written here and it's purpose is solely to save all you viewers out there an hour and a half of your life. I can't remember the last time I couldn't even finish watching a movie. This one really takes the cake.",negative
"I am so excited that Greek is back! This season looks really eventful. Im glad that Casey is trying to get serious about school but is still involved in the sorority. Its really funny that she wants to go into politics & that they're highlighting her 'scheming talent.' I loved Calvin's new haircut! It makes him look more mature. They should shave Cappy's head, as well. All the guys are hot but Calvin is definitely the hottest! I cant wait to see more of him! I'm especially interested in what happens between Calvin, Adam, & Rusty! I also love Rebecca. She's really pretty. I actually think that Rebecca & Calvin should hook up. go for it, Calvin! Join my team!",positive
"I'm from Belgium and therefore my English writing is rather poor, sorry for that...<br /><br />This is one of those little known movies that plays only once on TV and than seems to vanishes into thin air. I was browsing through my old VHS Video collection and came across this title, I looked it up and it had an IMDb score of more than 7/10, that's pretty decent.<br /><br />I must admit that it's a very well put together movie and that's why I'm puzzled. This is the only film made by this director...? How come he didn't make lots of films after this rather good one...? Someone with so much potential should be forced to make another movie, ha ha ;-) <br /><br />Anyway, I really would like to see that he pulls his act together and makes another good movie like this one, please.....?",positive
If you watched this film for the nudity (as I did) you won't be disappointed. I could have done without the bumbling crooks or the bear though. Some bottomless nudity could have be shown but for what it was I think H.O.T.S. has to be the best of its genre.<br /><br />It is not the sort of film that could have been made today which is a pity because it is the sort of film that is worth watching in these times.<br /><br />I would take mindless nudity over pivotal plot points any day.<br /><br />It is a shame that the DVD doesn't have any extras but as they didn't have DVDs when this was filmed that is understandable. I would have like to know more about the shooting of the film especially where they shot the football match at the end.,positive
"McConaughey in a horror/thriller? I had to see this. I was pleasantly surprised.<br /><br />The plot is told in flashback mode, and it concerns an otherwise normal and happy family of three going through a very bizarre predicament. I can't say much more without spoiling the whole movie, sorry. Just know that if you decide to watch it, you'll be, in the very least, surprised.<br /><br />All the main players are very good. Bill Paxton did a great job directing those kids, and his acting is awesome. McConaughey's acting is solid throughout and fits the bill perfectly.<br /><br />This movie challenges you to think. Is Dad crazy? Is there a God? Do Demons exist? How far would you go to right a wrong. And what is ""right"" anyway? I'm still thinking.<br /><br />And thus I recommend ""Frailty"". 7/10 and this is one of those movies that deserves and rewards a second, or even third viewing.",positive
"There are several things wrong with this movie- Brenda Song's character being one of them. I do not believe that the girl is a lousy actor- I honestly don't. I believe she is given poor lines. She is just supposed to be, ""that vain, rich girl"", and while it is funny in the TV shows she plays in, it can't even get a dry laugh from me here.<br /><br />Either way, I really should have known what to expect when I sat down to watch this film.<br /><br />The movie was not that terrible...initially. Wendy's reaction to Shen was completely natural. I mean, how would you feel if a man, claiming to be a reincarnated monk, chased you around commanding you to wear a medallion and insisting that you were needed to fight ""the great evil"" and save the world? Which brings me to another point. I know this movie is entirely fiction, but it is still has a founding in Chinese culture. It seems like all of the ""warriors"" in Wendy's family line were women. Correct me if I'm wrong, but I doubt that the monks would've just been okay with that. Sure, maybe they could've worked it in somehow, but they offered no explanation whatsoever. By doing so, they just contributed to the many cheesy attempts at female empowerment made by Hollywood and the media.<br /><br />Nevermind that, however- let us continue.<br /><br />Wendy's character becomes more unbearable as the film go on. Yes, she is a teenager, and it is near homecoming- I mean, who wants to fight evil during homecoming? The problem is, when ""the evil"" starts to manifest himself, Wendy does not seem as freaked out as she should be. She is extremely careless- even for someone like her. She continues not to care about her training. I will use this conversation as an example, Shen: ""If you do not win this battle, evil will take over, and everything good will be gone."" Wendy: ""Whoa, talk about pressure. Well...let's talk about something else."" Yes, let's Wendy. Let's also go dancing when you should rightfully be training. Of course Shen lets her, but his character has an excuse. Better that he cooperate with her, than that he not, and she not train at all, and get them both killed.<br /><br />Oh, speaking of which. Shen also told Wendy that it was his destiny for him to die for her in battle, as he had for her great-grandmother (I am assuming that part).<br /><br />This makes Wendy's actions more unforgivable.<br /><br />As the script-writer would have it, Wendy's homecoming and this ""great battle"" are on exactly the same day. Do you know what Wendy does? Do you even have to guess? Yes, she does end up going to the battle, for when she tries to leave for homecoming, the monks, (who Shen had trapped in the body of her coach and teachers because she ""felt weird fighting an old man"") inform her that Shen has gone to battle alone, so she goes to save him.<br /><br />We initially see some half-decent fighting, that is actually entertaining. Until finally, the great evil comes out of Wendy's rival-for-homecoming's body, and creates the actual embodiment of himself out of the broken pieces of the bodies of his ancient warriors.<br /><br />Don't ask.<br /><br />Anyway, Wendy gets all ""panicky."" Then Shen goes and defends her from this guy- forgive me for forgetting his long Chinese name- and manages to get himself killed.<br /><br />Wendy catches Shen as he makes his long descent from being thrust uncomfortably high into the air.<br /><br />She screams title of said article out.<br /><br />Now...it was bad enough that Wendy became powerful far, far too fast. No, I will not let it be excused because it was her ""destiny"" and she had ""the power within"" her.<br /><br />Since when, though, did she learn healing? No, worst...since when could she resurrect people? So Shen is raised from the dead. Then, Wendy and he fight the guy.<br /><br />He loses way to easily. The worst part, is when they jump together, and kick him at the same time, and he is banished forever. Then the monks commend Wendy on her sacrifice.<br /><br />Two things, #1: Don't the script writer and director know a battle needs a little more ""finesse"" to it? #2: What sacrifice? The fact that she didn't go to homecoming? Because the girl did not break a sweat, or even bleed. I mean, come on now, this movie was TV PG, I wanted to see somebody get hurt.<br /><br />Ah-hem...moving on.<br /><br />I know it sounds like maybe I should have given the movie a one, based on my comments. Part of critique, you must know, though, is breaking a thing down. You don't necessarily try to look for the bad, but if it's there, you bring attention to it. This movie has a lot of bad, but something funny happens when you never really expect something to be all too great in the first place.<br /><br />So, I suppose it was all right. Not that me not saying it wasn't all right would've stopped anybody from watching it.",negative
"I liked this a lot. <br /><br />The camera angles are cool, it's not all jumpy like a Blair Witch. And I thought they did a great job with the Sound when we see things from Kane's point of view. Lots of fun. Plenty of people were shouting at the screen! <br /><br />Kane did a great job with his various psycho emotions. He's a lot less one-dimensional than most horror heroes.<br /><br />Kane is a lot less scary and more believable than most movie psychos. It was not clear to me how he would react to various situations. There are not many twists here, but it is clever and original in it's own way. Good, creepy, B-movie slasher fare.",positive
"It was a decent movie, I actually kind of enjoyed it. But the ending is so abrupt!! There is absolutely no closure and it leaves tons of loose ends. What happens after the concert? What happens with her boyfriend? Does she hook up with Grant? Does she come beck in the next semester? And what about Angela? Obviously Holly's performance would knock Angela down a few pegs, but nothing is shown to indicate how she reacts. There is so much left up in the air and it's very unsatisfying. I don't know if it is trying to leave room for a sequel or something, but it is a terrible ending and I think that it really makes the movie a joke. I was very disappointed.",negative
"This is a great horror film for people who don't want all that vomit-retching gore and sensationalism. This movie has equal amounts of horror, suspense, humor, and even a little light nudity, but nothing big. Linnea Quigley isn't over the top as she was in ""Return of the Living Dead"" where she danced naked on a crypt, but she is still essentially the same slutty character. Cathy Podewell is a virginal and chaste character before going on to ""Dallas,"" and we are also introduced to Amelia [soon Mimi] Kinkade,the sexy and sinister would-be dark matron of the house. As she and Linnea are possessed and take over the house, they reanimate the bodies of their dead friends to scare the limits out of the survivors. I've heard a lot of people compare this movie to ""The Evil Dead,"" but if anything, this movie is a rival to that one the same way Freddie rivaled Jason.This movie series though is far superior to that one !",positive
"i was looking forward to this, and to be honest there were some bright spots, but it would have worked better if it had concentrated on one story rather than shooting all over the world. The many dogs were a lot of fun but i got bored of the wine fascists pompously whining (;-)) on about their achievements.<br /><br />I felt it would have worked better as an hour long TV documentary, concentrating on one of the many different issues it explored. The most interesting being the french town near montpelier fighting off a an American wine company's campaign to get rid of the historic forests. A socialist mayor agreed to a deal, a nicely timed election arrived, and a communist mayor was elected, who turned it down, much to the exasperation of the American wine execs...<br /><br />hopefully the director's cut will be shorter than the original..",negative
"When I rented this movie I thought I was going to see a horror-movie. However, there is little horror in this typical seventies mystery-drama directed by strange James T. Flocker. Nice-looking Matt Boston carries the picture with his fine performance and the typical strange atmosphere of Flocker's movies is all-present.",positive
"What about Scream Baby Scream is supposed to make me not feel like a fool for buying it? I bought it because, God help me, I'm a sucker for old B-cinema even as worthless as this. Nonetheless, Something about this movie irritates me, it's probably Janet, Janet comes off cold & snooty, seemingly, with the intention of coming off as deep and noble, with a look on her face that screams constipation, she can't seem to agree to anything her uptight boyfriend wants. I'm glad that this is her only role. What really irritates me is that this is a 1960's gore film gone terribly awry, and as we all know, awry is Floridian for ""zero gore"". It's like the director started with a Herschell Lewis style but backed out of the gore scenes when his wife found out, so instead we end up with one dull conversation after the other, and basically, a whole lot of irritating nothing. In other words, we end up with Florida Bore. Joseph Adler should be embarrassed. Janets boyfriend, Jason is almost as ridiculous as she is, this guy has something negative to say about absolutely everything, come to think of it, he's probably the least likable good guy in horror history. The only thing this movie really has going for it is that it carries that 60's/early 70's B-gore vibe that you can find in stuff like Undertaker & his pals, Blood Freak, or most anything from Herschell Lewis. Even Rodney from the Gruesome Twosome is in this, I Ithought his caveman comedy routine was irritating, most everything from reel to reel is stupid, even the trip scene was stupid. The only positive thing at all is the small amount of beach scenery, but that mostly includes Janet whining about life not being perfect. In the only real ironic twist, Scream Baby Scream gets even less interesting once the story finally gets started, around the 45 minute mark. If you happen to be indifferent to whether or not your entertainment is watchable, but are offended by the color red, you might not hate this. Why does Troma distribute this? Wouldn't this be Something Weird Video's area? Scream Baby Scream very well may be the worst in Florida horror/gore of its era, but, I suppose, underneath the unlikeable characters, and the incoherent plot, lies potential. Scream, Baby, Scream really just seems like it should follow the Blood Feast pattern, so, to steal a quote from Janet, ""If it doesn't fit, I throw it out"". 2/10",negative
"I recently viewed a copy of this (under the title 'Eaten Alive') Talk about dreadful! Any movie Ed Wood ever put out looks like Oscar material compared to this laughable tosh. To be fair a couple of lines from the script will live long in the memory such as ""These people (Cannibals) don't buy frozen meat from a supermarket like us, they get it fresh everyday from folk like you or me"" Classic! The mad 'Jonesville' type leader out in the jungle was the best character in the film, he really did look like a nutter. I think he was the only actor not to be dubbed in (badly), if these Italians must have American characters in their films why dont they get Americans to dub in the dialogue instead of English people trying their best to sound like Annie Oakley. I'll give this 3 out of 10, I'll give it three because it really is funnier than most comedies out these days.",negative
"The photography is accomplished, the acting is quite good, but in virtually every other department The Greek Tycoon is a dreary bore. Taking its inspiration from the real-life love affair of Jackie Kennedy and Aristotle Onassis, the film is a glossy but absolutely empty soap opera of the kind that can be found on TV all day long. Viewers who embrace the whole ""celebrity magazine culture"" (paparazzi photographs and gossipy stories about the rich and famous) will undoubtedly find much to whet their appetite here. But those who prefer films with a bit more substance and craft and quirkiness will find the 107 minute running time a butt-numbing slog.<br /><br />American president James Cassidy (James Franciscus) and his beautiful wife Liz (Jacqueline Bisset) are in Greece on official business. A ridiculously wealthy Greek shipping tycoon, Theo Tomasis (Anthony Quinn), catches sight of Liz at a party at his elegant manor. Despite the fact that both of them are married to someone else, there is an immediate attraction between them. Later, at a private party aboard his yacht, Tomasis makes his desires known to Liz. Some while later, President Cassidy is assassinated whilst out strolling on a beach. Liz is shocked and saddened by his death, but it isn't long before she seeks comfort in the arms of her Greek lover Tomasis. Eventually the two of them are married and their love affair becomes a favourite talking point for the world's newspapers, magazines, photographers and wags.<br /><br />It is somewhat amusing to note the vigour with which the producers of this film denied that it was a dramatisation of the Kennedy-Onassis story. They wanted the film to be seen as an original story, rooted in fiction. But anyone with a brain can see from where the movie is drawing its inspiration. Even Aristotle Onassis himself knew The Greek Tycoon amounted to his love-life getting the Hollywood treatment (if rumours are to be believed, he actually had a hand in approving Anthony Quinn for the Tomasis role!) J. Lee-Thompson isn't really the right sort of director for this type of movie  he's better suited to action fodder like The Guns Of Navarone and Ice Cold In Alex  but he marshals the proceedings with an uninspired, professional adequacy. Quinn is very watchable as Tomasis; Bisset looks lovely as the object of his desires; Franciscus uses his toothy smile and a façade of integrity to make for a believable politician. Their performances are good on the surface, but there's little for the actors to do on any deeper level. Similarly, Tony Richmond's photography gives the film an elegant surface sheen as it moves from one exotic locale to the next, but the merest of scratches proves that there's nothing behind the film's glossy exterior.",negative
"Living in Edinburgh, and have a great thirst for history, I was very put off by the ""libertys"" taken. Wrong breed of dog for a start!! Bobbys owner Old Jock was an old single man, who came to Edinburgh and died a pauper in lodgings, not like in the film at all. For anyone coming to Edinburgh and hoping to see sights of the film,you will not find the graveyard in Princes St Gardens!! There were a few moments were a tissues would have been great. The actors were fantastic at padding out a rather flimsy script. I don't feel the poor wee Bobby actually got enough screen time, possibly due to being ""lost"" at one point. All that said, the film was fine and any 8 yr old will enjoy.",negative
"ONE DARK NIGHT is a highly overlooked and little known film from the early 80's that deserves an audience that I fear it will never get, and that's a damn shame. I have seen this film compared to others that have gotten a bigger name over the years, most notably PHANTASM, HELL NIGHT and MAUSOLEUM. This is a much different film than those and I don't see the comparisons other than the mausoleum, which is a bit similar to the one in PHANTASM, but not enough to make any real comparisons. I'm not sure how this one slipped through without a broader acceptance. Maybe it's all in the marketing, I don't know. Perhaps a remake would breathe new life into it, unless Raymar drained all the life out of it that is. I'm not too big on all the remakes that are abundant these days, but I think they do work well with lesser known films (except for the awful GHOST SHIP remake, which other than the opening scene and Mudvayne's Not Falling blaring, was utter crap). So if a remake of ONE DARK NIGHT would happen to fall into the right hands, I think it would make a lot of people go and watch the original. I know that's what I do if there's a remake of a film I haven't seen before. So anything short of a remake, I fear, would not bring this film back to life. Unless, of course, Raymar got his eyes on it.<br /><br />Anyways, ONE DARK NIGHT is a must see for horror fans, especially 80's horror fans ('cause we all know that's when the best horror movies were made). Creepy setting. Fairly good acting. Very good story. Campy. What more could you want from an early 80's horror film? What's that... nudity and gore? Well, sorry. No nudity or gore in this film, but it's still great nonetheless! A solid 8 out of 10. Enjoy.",positive
"After a quasi-Gothic, all-fruity music video, the movie starts with Cassidy the lead singer killing herself. In a perfect world that would be that and the end credits would roll. We don't live n that world. The insipid band members decide to go to some clown to contact her dead essence. When I say clown, I mean actual clown. He tell them they're all going to die via Cassidy's ghost (the spirit possesses Dora, one of the band-mates) We couldn't care less as the characters are all boring, vapid, and extremely horribly acted. Written by Adam Hackbarth (an incredibly apropos surname if there ever was one), and directed by Corbin Timbrook (who after The attendant, and Tower of blood, HAS to know that he keeps making crap for a living), this movie s a constant battle between the film's incompetence and the viewer's need to stay awake. Not enough blood to appease gore-hounds, nor enough nudity to satisfy pervs. This movie in fact has absolutely nothing to recommend to absolutely anyone.<br /><br />My Grade: F <br /><br />Eye Candy: Amanda Carraway gets topless <br /><br />Where i saw it: Starz on Demand",negative
"If you love drive-in cheeze from the early '70s you will just love this one.How could you go wrong with a low budget film about bloodshed in a lunatic asylum? You can't! Crazy folks and sharp objects are always an entertaining combination.<br /><br />The film looks like it was shot inside someone's house for about $320.65. For me that just ads to the fun of watching this type of stuff.The gore is a bit mild compared to others of this ilk,but there is enough to keep us bloodthirsty sickos (like myself)happy.Some horror films drag in parts and leave you waiting for something to happen.That's not the case here.The characters are entertaining enough to make every frame quite enjoyable.There is never a dull moment from start to finish.The mind melting climax at the end that is just unbelievable. I liked it so much that right after the end credits I watched it a second time.It's an absolute must see for any self respecting drive-in horror nut.<br /><br />9.5/10 on the Drive-in-Freak-O-Meter...required viewing<br /><br />Yea I love you..I DO love you...now take your Thorazine and put your clothes back on...please....8)",positive
"This movie is about a very delicate argument and if you are searching for something that makes you think here you are right. Tim Robbins has made a wonderful job and the result is a kind of docu-drama that should be shown in schools (for the strong themes treated). What about the actors? Well, they are simply great; Susan Sarandon is truly 'the face of love' and Sean Penn is unbelievable as almost always. An absolutely must-see!",positive
"This movie was made by Daiei Studios, known for its Gamera movies. It is about a samurai lord who was murdered by one of his own men. He claims his throne, forcing his former's two children to flee into the woods, where they hide near a huge stone statue for 10 years. In those time that passed, the new samurai lord has proved to be very brutal and ruthless towards the village people and the valley. Therefore, it seems that the good people's only hope is the stone statue, which is where a demon god sleeps; they want the god to help them. <br /><br />This samurai movie brings to us traditional Japanese aspects including sword-fights, geisha and worshipers. It is a superb and powerful story of survival and hope, with the protagonists attempting to triumph over pure evil. It is full of excitement, particularly the parts where the children struggles to remain in hiding as the evil warlord is out to get them. In addition, it has beautiful cinematography, with luscious landscapes of the village and countryside-instantly reminds you of the ancient times in Japan. <br /><br />As with most samurai movies like ""The Seven Samuari"" and ""The Last Samuarai,"" this movie is no less than pure, sometimes graphic, action. There are several disturbing scenes in the film. Therefore, it is not the casual sci-fi film. Yet, it is strong and powerful, and delivers a message that a good-natured human can overcome any adversaries, as depicted in this film, even the young innocent girl can calm the wrath of the demon god. The scenes of the demon god, known as Daimajin, trampling on its enemies and anything that stands in his way will instantly remind you of a Godzilla or Gamera film. Overall, a powerful and serious, yet hopeful film.<br /><br />So, be careful with your samurai sword. You wouldn't want to rattle Daimajin's cages.<br /><br />Grade A",positive
"<br /><br />Fourteen of the funniest minutes on celluloid. This short parody is at least as much a part of the Star Wars saga as Phantom Menace, and far more entertaining, if you ask me. Hardware Wars was the first in a long line of SW spoofs which form their own subgenre these days. I hate to describe it too much-it's so short that the premise is just about the whole thing. Suffice it to say that many of the most popular and familiar aspects of Star Wars have fun poked at them. Household appliances such as toasters and vacuum cleaners portray spaceships and robots, the Princess Anne-Droid character wears actual bread rolls on her head instead of the famous coils of braided hair, and Fluke Starbucker is even more of a dork than his original, if that's possible. Ernie Fosselius is one crazy son-of-a-buck-he's also the source of Porklips Now, the Apocalypse Now spoof.",positive
"""A wrong-doer is often a man that has left something undone, not always he that has done something.""--Emperor Marcus Aurelius <br /><br />The DVD release of ""Watch on the Rhine"" could not come at a better moment. It restores to us a major Lillian Hellman play stirringly adapted to the screen by Dashiell Hammett (Hellman scholar Bernard F. Dick's audio commentary affirms his authorship). It presents a subtle performance by Bette Davis, who took a subdued secondary role long after she'd become the workhorse queen at the Warner Bros. lot. Equally significantly, it reminds us that World War II had a purpose.<br /><br />Sure, you say, like we needed that. We've heard Cary Grant sermonizing in ""Destination Tokyo"" (1943) about Japanese boys and their Bushido knives. We've watched jackboots stomp the living hills in ""The Sound of Music"" (1965). We've toured an England callously occupied by Germany in ""It Happened Here"" (1966). Yet, truth to tell, we still need the message spread.<br /><br />I have an 81-year-old friend who curses Franklin Roosevelt regularly. He feels that FDR connived the U.S. into a foreign fight we didn't need, and thereby caused the death of his favorite cousin. He's encouraged in his demonizing of Allied leaders and the trivializing of War Two by Patrick Buchanan.<br /><br />The political columnist has freshly released a fat book heavy with detailed research which claims that Adolf Hitler would have posed no further menace to Poland, Europe, or the world if only the Third Reich had been handed the Free City of Danzig in 1939. Buchanan holds that if those selfish Poles hadn't confronted the Nazis, drawing in foolishly meddling Britain and giddily altruistic France, no war would have engulfed the West. He believes that without the rigors of Total War, no one in Germany would have built gas chambers to provide a Final Solution to the Jewish Problem.<br /><br />Some commenters on this site feel that ""Watch"" sags under the weight of stale propaganda. Maybe. However, neither my friend nor Pat Buchanan seem to have gotten the film's point: Some people hurt and kill to grab other people's land, goods, and liberty; such people dominated the Axis Powers and ""enough"" didn't appear in their vocabulary.<br /><br />Paul Lukas deserved the Oscar he won. He and Bette Davis put convincing passion into their portrayals of refugees who fight oppressors. They give emotional punch to the intellectual case for stepping off the sidelines, for actively facing down torturers and murderers. Bernard Dick notes that Hellman didn't care for Lukas as a person since he stayed apolitical. Of course, as a Hungarian he had seen first-hand Bela Kun's bloody ""dictatorship of the proletariat"" replace an outmoded empire and then topple to Admiral Horthy's right-wing tyranny.<br /><br />In a marvelous cameo role added to the play by Hammett, Henry Daniell sardonically depicts a Wehrmacht officer of the class that disdains the brown shirts he serves. His Phili von Ramme would doubtless stand with Field Marshal Rommel in 1944 during the Plot of July 20th against Hitler. In April 1940, however, he pragmatically abets the Nazi cause, although he insults Herr Blecher ""the Butcher"" and scorns the Rumanian aristocrat Teck de Brancovis for trying to peddle information on an Underground leader.<br /><br />Teck, a pauper and possible cuckold, wishes cash and a visa to return to Europe where he can resume the shreds of a life that had come undone with the empire-shattering Great War and the greater world-wide economic Depression. He has no political convictions, no scruples about trading a freedom fighter for his own tomorrow. Mercury Theater graduate George Coulouris lends this burnt-out case's Old World cynicism an edge of desperate menace.<br /><br />Lucille Watson gives winsome vitality to the grasping man's hostess, a domineering old gal who knows her mind and gets her way--but who doesn't adequately appreciate her children and their achievements outside the home she controls. She and her pallid office-bound son belong to the American version of von Ramme's and de Brancovis' privileged kind. However, this family hasn't seen ruin and never will. They're moneyed people who could silently advance evil simply by not opposing it.<br /><br />This mother and son might easily make choices which would reflect that complaisance toward National Socialism and Fascism which flourishes today in my friend and in pundit Buchanan. ""Watch on the Rhine"" has a manicured period look. Its dialogue reflects its erudite origins on the stage rather than sounding fresh from the streets. Yet Hellman and Hammett's film has gut-based power. Audiences still need to hear and heed its call to arms against grabbers relentlessly on the march.",positive
"First off; I'm a dedicated fan of Modesty's, and have been reading the comics since I was a child, and I have found the earlier movies about our heroine unsatisfying, but where they fail, this one ROCKS! <br /><br />Well then, here we go: Ms Blaise is working for a casino, a gang of robbers comes along and she starts gambling for her friends lives. If the robber wins one round, she'll have to tell him about herself. If she wins two times in a row, one of the staff members goes free. (Sounds stupid, yeah, well, I'm not that good at explaining either..) ;)<br /><br />She tells him about growing up in a war zone, without parents or friends, about her helping an old man in the refugee camp and how they escape, living by nature's own rules. They hunt for food, and he teaches her to read and fight. As they approach civilization they get caught up in a war, and as they are taken for rebellions, they are being shot at and the old man dies, which leaves her to meet the city by herself.<br /><br />Then she meets the man who's casino she's now working for, and there the story ends. <br /><br />What is to follow is that there's an awesome fight and the line's are totally cool. Alexandra Staden is a TERRIFIC Modesty Blaise! Just as modest and strong, graceful and intellectual as the comic-one.<br /><br />Feels awkward though, too hear Modesty speak with a slightly broken accent, but that's not relevant since the comic book- blaise can't speak out loud, but certainly must have a somewhat existing accent. (Not to mention that it's weird everybody's speaking English in the Balkan..)<br /><br />The acting is really good, even the child who personifies the young Blaise must have a applaud! <br /><br />My favorite part must be where she rips up her dress to kick the stupid robber's ass! Totally awesome! :D I can't wait until the real adventure begins in the next movie/s!<br /><br />Watch it, you won't be disappointed!",positive
"This has to be the funniest stand up comedy I have ever seen. Eddie Izzard is a genius, he picks in Brits, Americans and everyone in between. His style is completely natural and completely hilarious. I doubt that anyone could sit through this and not laugh their a** off. Watch, enjoy, it's funny.",positive
"Peter Lorre turns in one of his finest performances as a Hungarian watchmaker coming to the United Staes to make a new life for himself and someday bring his girl across the big pond to be with him. Lorre's infectious optimism and bright outlook come off very effectively which makes the performance all the better when he has his face hideously burned in a hotel fire and, when no one will give him a chance to work, turns reluctantly to a life of crime. Lorre's range as an actor is seldom as apparent as in this movie with his jovial, good-natured immigrant, to his depressing, melancholic, disfigured self searching for the truth behind what he believed America afforded him, to his suave, intelligent, better-than-your-average hood, to his sympathetic dealings with a blind woman with whom he falls in love. The story is well-paced, has some interesting twists, and gives Lorre many opportunities to shine. Director Robert Florey does a quality job behind the lens, and all of the supporting cast help aid the film with Evelyn Keyes giving a particularly good turn as the blind girl. I loved the ending - and the truth - that was shone to exist in Lorre's character despite all the negative things society had done toward him. For a little B picture, The Man Behind the Mask is good movie-making for its time.",positive
"My cable TV has what's called the Arts channel, which is a ""catch-as-catch-can"" situation sometimes, sometimes films, sometimes short clips of films or ballets, and I came into this just as the bar scene came on, where they tear up their coupons. Excellent, exquisite, Ealing wins again, my wartime-Glasgow-raised mother would love this, should I ever find a copy of it. Some of Britain's best artists, from Mr Holloway to Wayne and Radford and the delicious Miss Rutherford, having a wonderful time gently sticking it to the Home Office. Loved the last scene, where as soon as they are ""back in England!"" the temperature plummets and it rains...",positive
"I have copy of this on VHS, I think they (The television networks) should play this every year for the next twenty years. So that we don't forget what was and that we remember not to do the same mistakes again. Like putting some people in the director's chair, where they don't belong. This movie Rappin' is like a vaudevillian musical, for those who can't sing, or act. This movie is as much fun as trying to teach the 'blind' to drive a city bus.<br /><br />John Hood, (Peebles) has just got out of prison and he's headed back to the old neighborhood. In serving time for an all-to-nice crime of necessity, of course. John heads back onto the old street and is greeted by kids dogs old ladies and his peer homeys as they dance and sing all along the way.<br /><br />I would recommend this if I was sentimental, or if in truth someone was smoking medicinal pot prescribed by a doctor for glaucoma. Either way this is a poorly directed, scripted, acted and even produced (I never thought I'd sat that) satire of ghetto life with the 'Hood'. Although, I think the redeeming part of the story, through the wannabe gang fight sequences and the dance numbers, his friends care about their neighbors and want to save the ghetto from being torn down and cleaned up. <br /><br />Forget Sonny spoon, Mario could have won an Oscar for that in comparison to this Rap. Oh well if you find yourself wanting to laugh yourself silly and three-quarters embarrassed, be sure to drink first. <br /><br />And please, watch responsibly. (No stars, better luck next time!)",negative
I was actually fairly surprised to find out a movie based on the Far Cry game had been created. The story here is not something I would consider to be a strong point in the game universe. No worries though as in typical Boll fashion the story in the movie has very little to do with the game it is based on. Now I understand that certain liberties need to be taken to make a transfer from one form of media to another but it seems like he really just doesn't even try to make a connection. Not only that but the acting and action sequences are so corny it almost makes you feel like the whole project was one big joke. It has been said a million times before but why couldn't someone more talented pick up the video game rights to create a movie????,negative
"I am a fan of bad horror films of the 1950s and 60s--films so ridiculous and silly that they are good for a laugh. So, because of this it's natural that I'd choose this film--especially because with John Agar in it, it was practically guaranteed to be bad. Sadly, while it was a bad film, it was the worst type of bad film--dull beyond belief and unfunny. At least with stupid and over-the-top bad films, you can laugh at the atrocious monsters and terrible direction and acting. Here, you never really see that much of the monster (mostly due to the darkness of the print) and the acting, while bad, is more low energy bad...listless and dull.<br /><br />The film begins with some young adults going to Satan's Hollow to neck. Well, considering the name of the place, it's not surprising when they are later found chewed to pieces! Duh...don't go necking at Satan's Hollow!! Well, there are reports of some sort of crashing object from the sky, so what do the teens go? Yep, throw a dance party--a very, very, very slow dance party where the kids almost dance in slow motion. So it's up to the Sheriff (Agar) and his men to ensure that the teens can dance in peace without fear of mastication.<br /><br />As for the monster, it's some guy in a gorilla suit with a silly mask--a bit like the monster in ROBOT MONSTER. Not exactly original and not exactly high tech. To make it worse, it makes snorting noises and moves very, very slowly--so slow that even the most corpulent teen could easily outrun it! How it manages to kill repeatedly is beyond me.<br /><br />Overall, too dull to like--even if you are a fan of lousy cinema.",negative
"I absolutely love this movie! Evil Dead has NOTHING on this film! Night of the Demons 2 and 3 are a total bore fest, but this one is a classic. It's super cheesy and the acting is alright at best, but what more could you want from an 80's horror movie? Stooge has some of the best one-liners to ever hit the screen in this one. (he's my favorite character) A lot of people talk about the lipstick scene in this movie, but my personal favorite is the ending, sadly enough has nothing to do with the main characters, when the old man eats his left over Halloween apples in a pie, and his throat is mangled from the inside out. The sound track is awesome. The scene with Angela dancing is totally creepy, especially after the strobe light comes on, and you can see her jump from one part of the floor to the next with every sound of a camera shutter click on the song that's playing. The make-up effects in this movie are pretty sweet; Angela gave me nightmares as a kid. If you're the type of person who demands perfection out of your filming experience, you might want to give this one a pass. But, if you're like me, and you really dig the whole Halloween, haunted house with the demons cliché, than this one is definitely a must own.",positive
"Vincent Cassel plays the part of Paul, an ex-con assigned to an office job where he meets Carla, a secretary who is quite deaf', when she has her hearing aids in very deaf when not (played by Emmanuelle Devos). Together they help each other to develop as people.<br /><br />What was particularly interesting about this film was the complexity of the characters  not fitting into obvious stereotypes. Paul appears uneasy in the office environment, is it that he's just not cut out for work? This belief is dispelled when he gets a job in a bar and shines.<br /><br />The film has a certain amorality which I find refreshing and showed how easy is to act criminally, even if we think it is harmless or justified.<br /><br />Finally, it is a film full of great moments' both touching and humorous. One is when Carla is babysitting and is trying to comfort a screaming baby. She continues to cuddle it  but takes her hearing aids out for her own comfort.",positive
